id,nombre,edad,perfil,sesgo,preocupacion,pais,provincia,ciudad,nse
3672,Persona_3672,49,Jubilado,Pragmático,Economía y Seguridad,Argentina,Buenos Aires,Tandil,C2 (Medio-Alto)
3673,Persona_3673,49,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C2 (Medio-Alto)
3674,Persona_3674,48,Profesional independiente,Justicia Social,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
3675,Persona_3675,52,Docente,Progresista,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,ABC1 (Alto)
3676,Persona_3676,35,Desempleado,Escéptico,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,D1 (Bajo)
3677,Persona_3677,52,Productor agropecuario,Escéptico,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,C2 (Medio-Alto)
3678,Persona_3678,58,Profesional independiente,Liberal,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,E (Vulnerable)
3679,Persona_3679,20,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,Buenos Aires,Tandil,C3 (Medio)
3680,Persona_3680,75,Trabajador informal,Justicia Social,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,D1 (Bajo)
3681,Persona_3681,71,Empleado público,Conservador,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,C2 (Medio-Alto)
3682,Persona_3682,28,Estudiante universitario,Antisistema,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,C3 (Medio)
3683,Persona_3683,23,Docente,Progresista,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
3684,Persona_3684,64,Obrero de fábrica,Progresista,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,C3 (Medio)
3685,Persona_3685,62,Productor agropecuario,Liberal,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,D1 (Bajo)
3686,Persona_3686,27,Desempleado,Progresista,Economía y Seguridad,Argentina,Salta,Cafayate,E (Vulnerable)
3687,Persona_3687,33,Productor agropecuario,Escéptico,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,D1 (Bajo)
3688,Persona_3688,50,Comerciante de barrio,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,La Plata,C2 (Medio-Alto)
3689,Persona_3689,60,Estudiante universitario,Liberal,Economía y Seguridad,Argentina,Santa Fe,Venado Tuerto,D1 (Bajo)
3690,Persona_3690,58,Estudiante universitario,Antisistema,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C2 (Medio-Alto)
3691,Persona_3691,62,Empleado público,Antisistema,Economía y Seguridad,Argentina,Salta,Cafayate,C2 (Medio-Alto)
3692,Persona_3692,62,Emprendedor tech,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
3693,Persona_3693,59,Comerciante de barrio,Justicia Social,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,E (Vulnerable)
3694,Persona_3694,68,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
3695,Persona_3695,58,Empleado público,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
3696,Persona_3696,54,Empleado público,Escéptico,Economía y Seguridad,Argentina,Salta,Salta Capital,E (Vulnerable)
3697,Persona_3697,69,Profesional independiente,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
3698,Persona_3698,44,Empleado público,Justicia Social,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,ABC1 (Alto)
3699,Persona_3699,61,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,Mendoza,San Rafael,C2 (Medio-Alto)
3700,Persona_3700,31,Productor agropecuario,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,La Plata,ABC1 (Alto)
3701,Persona_3701,22,Trabajador informal,Progresista,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,C2 (Medio-Alto)
3702,Persona_3702,22,Programador freelance,Justicia Social,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,ABC1 (Alto)
3703,Persona_3703,70,Jubilado,Progresista,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,D1 (Bajo)
3704,Persona_3704,74,Programador freelance,Liberal,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,D1 (Bajo)
3705,Persona_3705,44,Estudiante universitario,Pragmático,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C2 (Medio-Alto)
3706,Persona_3706,63,Obrero de fábrica,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Venado Tuerto,D1 (Bajo)
3707,Persona_3707,29,Programador freelance,Progresista,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,E (Vulnerable)
3708,Persona_3708,71,Estudiante universitario,Pragmático,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,D1 (Bajo)
3709,Persona_3709,59,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
3710,Persona_3710,38,Obrero de fábrica,Justicia Social,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,ABC1 (Alto)
3711,Persona_3711,55,Obrero de fábrica,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Venado Tuerto,D1 (Bajo)
3712,Persona_3712,48,Obrero de fábrica,Antisistema,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,C2 (Medio-Alto)
3713,Persona_3713,75,Desempleado,Progresista,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,E (Vulnerable)
3714,Persona_3714,61,Productor agropecuario,Justicia Social,Economía y Seguridad,Argentina,Salta,Cafayate,C2 (Medio-Alto)
3715,Persona_3715,22,Docente,Progresista,Economía y Seguridad,Argentina,Mendoza,San Rafael,C2 (Medio-Alto)
3716,Persona_3716,43,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,C3 (Medio)
3717,Persona_3717,72,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,Santa Fe,Rafaela,ABC1 (Alto)
3718,Persona_3718,59,Estudiante universitario,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
3719,Persona_3719,26,Estudiante universitario,Escéptico,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
3720,Persona_3720,44,Productor agropecuario,Liberal,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,ABC1 (Alto)
3721,Persona_3721,62,Docente,Conservador,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C3 (Medio)
3722,Persona_3722,31,Docente,Conservador,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,E (Vulnerable)
3723,Persona_3723,73,Emprendedor tech,Antisistema,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,ABC1 (Alto)
3724,Persona_3724,38,Obrero de fábrica,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Venado Tuerto,D1 (Bajo)
3725,Persona_3725,48,Trabajador informal,Escéptico,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,D1 (Bajo)
3726,Persona_3726,67,Productor agropecuario,Pragmático,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,E (Vulnerable)
3727,Persona_3727,44,Trabajador informal,Pragmático,Economía y Seguridad,Argentina,Salta,Cafayate,E (Vulnerable)
3728,Persona_3728,53,Programador freelance,Progresista,Economía y Seguridad,Argentina,CABA,CABA,C3 (Medio)
3729,Persona_3729,75,Estudiante universitario,Antisistema,Economía y Seguridad,Argentina,Salta,Salta Capital,ABC1 (Alto)
3730,Persona_3730,42,Desempleado,Progresista,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C3 (Medio)
3731,Persona_3731,47,Empleado público,Progresista,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C2 (Medio-Alto)
3732,Persona_3732,65,Trabajador informal,Escéptico,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
3733,Persona_3733,25,Comerciante de barrio,Liberal,Economía y Seguridad,Argentina,Salta,Salta Capital,C3 (Medio)
3734,Persona_3734,33,Emprendedor tech,Liberal,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,C3 (Medio)
3735,Persona_3735,52,Jubilado,Antisistema,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,D1 (Bajo)
3736,Persona_3736,29,Comerciante de barrio,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
3737,Persona_3737,18,Emprendedor tech,Liberal,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,C3 (Medio)
3738,Persona_3738,28,Docente,Antisistema,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
3739,Persona_3739,25,Docente,Pragmático,Economía y Seguridad,Argentina,Salta,Salta Capital,E (Vulnerable)
3740,Persona_3740,29,Profesional independiente,Pragmático,Economía y Seguridad,Argentina,Salta,Salta Capital,ABC1 (Alto)
3741,Persona_3741,21,Empleado público,Progresista,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,D1 (Bajo)
3742,Persona_3742,48,Docente,Antisistema,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,D1 (Bajo)
3743,Persona_3743,71,Obrero de fábrica,Conservador,Economía y Seguridad,Argentina,Santa Fe,Rosario,D1 (Bajo)
3744,Persona_3744,57,Productor agropecuario,Progresista,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,E (Vulnerable)
3745,Persona_3745,20,Emprendedor tech,Justicia Social,Economía y Seguridad,Argentina,Salta,Cafayate,C2 (Medio-Alto)
3746,Persona_3746,45,Programador freelance,Antisistema,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,C2 (Medio-Alto)
3747,Persona_3747,57,Productor agropecuario,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,La Plata,C3 (Medio)
3748,Persona_3748,23,Desempleado,Antisistema,Economía y Seguridad,Argentina,Córdoba,Villa María,C2 (Medio-Alto)
3749,Persona_3749,62,Programador freelance,Liberal,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,C2 (Medio-Alto)
3750,Persona_3750,46,Programador freelance,Liberal,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,C3 (Medio)
3751,Persona_3751,58,Obrero de fábrica,Pragmático,Economía y Seguridad,Argentina,Salta,Cafayate,E (Vulnerable)
3752,Persona_3752,26,Profesional independiente,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Rosario,C3 (Medio)
3753,Persona_3753,18,Obrero de fábrica,Antisistema,Economía y Seguridad,Argentina,Mendoza,San Rafael,C2 (Medio-Alto)
3754,Persona_3754,65,Empleado público,Liberal,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,C3 (Medio)
3755,Persona_3755,47,Emprendedor tech,Escéptico,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,C3 (Medio)
3756,Persona_3756,70,Estudiante universitario,Pragmático,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,D1 (Bajo)
3757,Persona_3757,44,Comerciante de barrio,Antisistema,Economía y Seguridad,Argentina,Córdoba,Villa María,E (Vulnerable)
3758,Persona_3758,49,Trabajador informal,Justicia Social,Economía y Seguridad,Argentina,Salta,Cafayate,E (Vulnerable)
3759,Persona_3759,52,Jubilado,Conservador,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,E (Vulnerable)
3760,Persona_3760,45,Programador freelance,Pragmático,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,ABC1 (Alto)
3761,Persona_3761,44,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,Santa Fe,Rosario,C2 (Medio-Alto)
3762,Persona_3762,45,Jubilado,Conservador,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C3 (Medio)
3763,Persona_3763,57,Trabajador informal,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,La Plata,ABC1 (Alto)
3764,Persona_3764,25,Productor agropecuario,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Rosario,C3 (Medio)
3765,Persona_3765,44,Docente,Liberal,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,ABC1 (Alto)
3766,Persona_3766,27,Trabajador informal,Pragmático,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,D1 (Bajo)
3767,Persona_3767,61,Empleado público,Justicia Social,Economía y Seguridad,Argentina,Mendoza,San Rafael,E (Vulnerable)
3768,Persona_3768,25,Trabajador informal,Liberal,Economía y Seguridad,Argentina,Salta,Cafayate,C3 (Medio)
3769,Persona_3769,50,Jubilado,Conservador,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C2 (Medio-Alto)
3770,Persona_3770,63,Desempleado,Conservador,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,ABC1 (Alto)
3771,Persona_3771,35,Empleado público,Progresista,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
3772,Persona_3772,54,Desempleado,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,D1 (Bajo)
3773,Persona_3773,65,Productor agropecuario,Antisistema,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C2 (Medio-Alto)
3774,Persona_3774,43,Empleado público,Antisistema,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,ABC1 (Alto)
3775,Persona_3775,45,Trabajador informal,Progresista,Economía y Seguridad,Argentina,Buenos Aires,La Plata,C3 (Medio)
3776,Persona_3776,19,Desempleado,Pragmático,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,ABC1 (Alto)
3777,Persona_3777,64,Obrero de fábrica,Conservador,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,E (Vulnerable)
3778,Persona_3778,56,Obrero de fábrica,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
3779,Persona_3779,20,Programador freelance,Progresista,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
3780,Persona_3780,47,Programador freelance,Antisistema,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,ABC1 (Alto)
3781,Persona_3781,67,Productor agropecuario,Pragmático,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C2 (Medio-Alto)
3782,Persona_3782,57,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Salta,Cafayate,E (Vulnerable)
3783,Persona_3783,33,Trabajador informal,Progresista,Economía y Seguridad,Argentina,Salta,Salta Capital,D1 (Bajo)
3784,Persona_3784,27,Comerciante de barrio,Conservador,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
3785,Persona_3785,44,Productor agropecuario,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
3786,Persona_3786,56,Programador freelance,Progresista,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,D1 (Bajo)
3787,Persona_3787,57,Trabajador informal,Progresista,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,D1 (Bajo)
3788,Persona_3788,60,Programador freelance,Justicia Social,Economía y Seguridad,Argentina,Salta,Cafayate,C3 (Medio)
3789,Persona_3789,35,Obrero de fábrica,Escéptico,Economía y Seguridad,Argentina,Santa Fe,Rafaela,C3 (Medio)
3790,Persona_3790,44,Desempleado,Liberal,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,ABC1 (Alto)
3791,Persona_3791,60,Trabajador informal,Liberal,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C2 (Medio-Alto)
3792,Persona_3792,67,Empleado público,Antisistema,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,ABC1 (Alto)
3793,Persona_3793,64,Desempleado,Conservador,Economía y Seguridad,Argentina,Santa Fe,Venado Tuerto,E (Vulnerable)
3794,Persona_3794,64,Estudiante universitario,Conservador,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,ABC1 (Alto)
3795,Persona_3795,57,Desempleado,Liberal,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
3796,Persona_3796,25,Productor agropecuario,Progresista,Economía y Seguridad,Argentina,Santa Fe,Venado Tuerto,C3 (Medio)
3797,Persona_3797,38,Empleado público,Escéptico,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,D1 (Bajo)
3798,Persona_3798,72,Obrero de fábrica,Escéptico,Economía y Seguridad,Argentina,Salta,Salta Capital,E (Vulnerable)
3799,Persona_3799,37,Empleado público,Escéptico,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C2 (Medio-Alto)
3800,Persona_3800,65,Estudiante universitario,Escéptico,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C2 (Medio-Alto)
3801,Persona_3801,54,Comerciante de barrio,Justicia Social,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,C3 (Medio)
3802,Persona_3802,41,Profesional independiente,Conservador,Economía y Seguridad,Argentina,Mendoza,San Rafael,D1 (Bajo)
3803,Persona_3803,51,Estudiante universitario,Progresista,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,D1 (Bajo)
3804,Persona_3804,40,Docente,Progresista,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
3805,Persona_3805,53,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C2 (Medio-Alto)
3806,Persona_3806,61,Jubilado,Liberal,Economía y Seguridad,Argentina,Córdoba,Villa María,E (Vulnerable)
3807,Persona_3807,44,Productor agropecuario,Pragmático,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C2 (Medio-Alto)
3808,Persona_3808,57,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C3 (Medio)
3809,Persona_3809,34,Docente,Escéptico,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
3810,Persona_3810,45,Profesional independiente,Pragmático,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,ABC1 (Alto)
3811,Persona_3811,22,Productor agropecuario,Pragmático,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,E (Vulnerable)
3812,Persona_3812,59,Desempleado,Progresista,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,C3 (Medio)
3813,Persona_3813,26,Desempleado,Antisistema,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C2 (Medio-Alto)
3814,Persona_3814,66,Programador freelance,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,ABC1 (Alto)
3815,Persona_3815,37,Programador freelance,Conservador,Economía y Seguridad,Argentina,Mendoza,San Rafael,E (Vulnerable)
3816,Persona_3816,49,Desempleado,Liberal,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
3817,Persona_3817,63,Estudiante universitario,Justicia Social,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,C2 (Medio-Alto)
3818,Persona_3818,26,Jubilado,Pragmático,Economía y Seguridad,Argentina,Salta,Salta Capital,D1 (Bajo)
3819,Persona_3819,25,Desempleado,Escéptico,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C3 (Medio)
3820,Persona_3820,66,Empleado público,Pragmático,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,E (Vulnerable)
3821,Persona_3821,75,Jubilado,Justicia Social,Economía y Seguridad,Argentina,Mendoza,San Rafael,C2 (Medio-Alto)
3822,Persona_3822,31,Docente,Conservador,Economía y Seguridad,Argentina,Mendoza,San Rafael,E (Vulnerable)
3823,Persona_3823,48,Estudiante universitario,Conservador,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
3824,Persona_3824,40,Empleado público,Liberal,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,C3 (Medio)
3825,Persona_3825,31,Docente,Justicia Social,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,D1 (Bajo)
3826,Persona_3826,43,Docente,Pragmático,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,E (Vulnerable)
3827,Persona_3827,30,Jubilado,Liberal,Economía y Seguridad,Argentina,Córdoba,Villa María,ABC1 (Alto)
3828,Persona_3828,30,Emprendedor tech,Escéptico,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,E (Vulnerable)
3829,Persona_3829,21,Empleado público,Conservador,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
3830,Persona_3830,57,Docente,Progresista,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,C2 (Medio-Alto)
3831,Persona_3831,53,Trabajador informal,Justicia Social,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,ABC1 (Alto)
3832,Persona_3832,47,Desempleado,Liberal,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,C3 (Medio)
3833,Persona_3833,60,Desempleado,Pragmático,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
3834,Persona_3834,31,Jubilado,Justicia Social,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,C3 (Medio)
3835,Persona_3835,37,Profesional independiente,Justicia Social,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,C3 (Medio)
3836,Persona_3836,73,Estudiante universitario,Liberal,Economía y Seguridad,Argentina,CABA,CABA,C3 (Medio)
3837,Persona_3837,26,Desempleado,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,Tandil,D1 (Bajo)
3838,Persona_3838,33,Empleado público,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,D1 (Bajo)
3839,Persona_3839,71,Docente,Progresista,Economía y Seguridad,Argentina,Córdoba,Villa María,C2 (Medio-Alto)
3840,Persona_3840,33,Productor agropecuario,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
3841,Persona_3841,42,Jubilado,Conservador,Economía y Seguridad,Argentina,CABA,CABA,C3 (Medio)
3842,Persona_3842,55,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,D1 (Bajo)
3843,Persona_3843,55,Jubilado,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,C3 (Medio)
3844,Persona_3844,42,Docente,Pragmático,Economía y Seguridad,Argentina,Mendoza,San Rafael,D1 (Bajo)
3845,Persona_3845,54,Comerciante de barrio,Liberal,Economía y Seguridad,Argentina,Córdoba,Villa María,E (Vulnerable)
3846,Persona_3846,43,Comerciante de barrio,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,E (Vulnerable)
3847,Persona_3847,41,Productor agropecuario,Progresista,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,E (Vulnerable)
3848,Persona_3848,45,Jubilado,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,Tandil,C2 (Medio-Alto)
3849,Persona_3849,42,Desempleado,Pragmático,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,D1 (Bajo)
3850,Persona_3850,70,Empleado público,Escéptico,Economía y Seguridad,Argentina,Salta,Salta Capital,E (Vulnerable)
3851,Persona_3851,40,Docente,Antisistema,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,D1 (Bajo)
3852,Persona_3852,71,Profesional independiente,Conservador,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,D1 (Bajo)
3853,Persona_3853,51,Profesional independiente,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
3854,Persona_3854,59,Obrero de fábrica,Justicia Social,Economía y Seguridad,Argentina,Mendoza,San Rafael,E (Vulnerable)
3855,Persona_3855,31,Estudiante universitario,Progresista,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,D1 (Bajo)
3856,Persona_3856,26,Obrero de fábrica,Escéptico,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,C2 (Medio-Alto)
3857,Persona_3857,38,Programador freelance,Liberal,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,ABC1 (Alto)
3858,Persona_3858,29,Desempleado,Liberal,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C2 (Medio-Alto)
3859,Persona_3859,37,Comerciante de barrio,Justicia Social,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,C2 (Medio-Alto)
3860,Persona_3860,46,Profesional independiente,Pragmático,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,ABC1 (Alto)
3861,Persona_3861,22,Docente,Antisistema,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,D1 (Bajo)
3862,Persona_3862,43,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Santa Fe,Rafaela,C2 (Medio-Alto)
3863,Persona_3863,38,Trabajador informal,Liberal,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C2 (Medio-Alto)
3864,Persona_3864,32,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,CABA,CABA,C3 (Medio)
3865,Persona_3865,68,Estudiante universitario,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,C2 (Medio-Alto)
3866,Persona_3866,51,Profesional independiente,Conservador,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,ABC1 (Alto)
3867,Persona_3867,41,Profesional independiente,Progresista,Economía y Seguridad,Argentina,Salta,Cafayate,D1 (Bajo)
3868,Persona_3868,49,Jubilado,Pragmático,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,C3 (Medio)
3869,Persona_3869,63,Comerciante de barrio,Pragmático,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C3 (Medio)
3870,Persona_3870,54,Obrero de fábrica,Pragmático,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,C2 (Medio-Alto)
3871,Persona_3871,18,Obrero de fábrica,Pragmático,Economía y Seguridad,Argentina,Salta,Cafayate,C3 (Medio)
3872,Persona_3872,23,Emprendedor tech,Justicia Social,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,C3 (Medio)
3873,Persona_3873,36,Profesional independiente,Justicia Social,Economía y Seguridad,Argentina,Santa Fe,Rafaela,E (Vulnerable)
3874,Persona_3874,29,Docente,Progresista,Economía y Seguridad,Argentina,Santa Fe,Rosario,ABC1 (Alto)
3875,Persona_3875,27,Jubilado,Conservador,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C2 (Medio-Alto)
3876,Persona_3876,31,Jubilado,Liberal,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
3877,Persona_3877,39,Productor agropecuario,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
3878,Persona_3878,19,Obrero de fábrica,Antisistema,Economía y Seguridad,Argentina,Salta,Salta Capital,D1 (Bajo)
3879,Persona_3879,45,Desempleado,Liberal,Economía y Seguridad,Argentina,Mendoza,San Rafael,D1 (Bajo)
3880,Persona_3880,33,Profesional independiente,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,ABC1 (Alto)
3881,Persona_3881,56,Estudiante universitario,Pragmático,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
3882,Persona_3882,64,Productor agropecuario,Liberal,Economía y Seguridad,Argentina,Salta,Salta Capital,D1 (Bajo)
3883,Persona_3883,62,Programador freelance,Conservador,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C2 (Medio-Alto)
3884,Persona_3884,46,Productor agropecuario,Pragmático,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,C3 (Medio)
3885,Persona_3885,19,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,D1 (Bajo)
3886,Persona_3886,70,Obrero de fábrica,Progresista,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,D1 (Bajo)
3887,Persona_3887,45,Desempleado,Liberal,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,C3 (Medio)
